,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222
0,67,67,67,67,67,67,79,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,19,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,5,67,67,5,52,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,5,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,19,67,67,67,67,67,67,67,67,67,67,5,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,5,67,67,67,67,98.18181818181819,0.001,0.004
1,71,71,71,71,25,25,25,25,71,25,25,25,71,71,25,25,25,71,25,71,71,25,25,25,71,25,71,25,25,71,25,25,25,71,71,19,25,25,25,25,71,25,71,25,71,71,25,71,25,25,71,25,25,71,25,71,25,25,25,71,25,25,71,25,25,25,25,71,71,71,71,25,71,52,25,25,71,71,71,71,71,71,71,25,17,25,71,25,25,71,71,25,71,71,71,71,71,25,25,25,25,71,25,25,71,71,25,71,71,25,71,25,25,25,71,25,71,25,25,71,71,25,25,71,71,71,25,71,71,71,25,71,25,25,71,71,71,71,71,71,71,71,25,71,25,71,25,71,71,25,25,19,71,25,71,71,25,71,25,25,25,25,71,25,25,25,71,25,71,25,71,71,25,25,71,25,71,71,71,25,25,71,71,25,25,25,71,71,71,25,25,25,25,71,25,25,25,71,71,71,25,25,71,71,71,25,71,25,71,25,25,71,71,71,71,71,71,25,25,25,97.27272727272728,0.001,0.004
2,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,61,52,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,61,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,61,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,61,87,87,87,87,97.27272727272728,0.001,0.009000000000000001
3,85,83,83,85,85,83,85,85,83,85,83,85,85,83,83,85,83,83,85,83,83,83,83,85,83,85,85,83,83,83,83,85,85,85,85,19,83,83,85,85,83,85,83,85,85,85,83,83,83,83,85,85,85,83,85,85,83,83,85,85,83,85,83,83,85,85,83,83,83,85,83,83,5,52,83,83,83,83,85,85,83,83,85,83,83,85,83,83,83,85,83,83,83,85,83,83,83,83,83,83,85,83,83,85,83,83,83,83,83,85,85,85,83,85,85,83,83,85,83,85,83,83,85,85,5,85,85,85,85,83,83,85,83,85,83,85,85,83,83,83,85,85,85,83,83,83,83,83,83,85,83,19,85,83,83,83,83,83,83,85,83,85,5,85,83,83,85,85,85,83,85,83,83,83,85,85,85,85,85,85,83,85,83,83,85,85,85,85,83,83,85,85,85,85,85,83,83,85,85,83,83,83,85,85,83,83,85,85,85,83,83,83,83,83,83,5,85,85,85,83,97.27272727272728,0.001,0.009000000000000001
4,17,88,88,91,88,88,88,91,88,88,88,17,17,88,17,17,91,91,88,91,17,88,91,17,91,88,91,88,91,88,91,88,91,17,17,65,88,88,91,88,17,88,17,88,17,88,88,91,88,88,88,88,88,91,88,88,88,88,88,88,91,17,91,88,88,91,88,88,17,88,88,91,61,52,88,88,91,88,91,88,88,88,17,91,17,91,88,88,88,91,88,91,88,17,88,88,91,88,17,91,88,88,17,17,17,91,88,91,88,88,88,17,88,17,91,91,91,91,88,91,88,91,88,17,61,17,17,88,17,91,91,17,88,88,88,91,91,91,91,88,88,91,17,91,88,17,88,91,91,91,88,65,88,88,88,88,88,88,88,88,88,91,61,88,88,88,17,88,88,88,91,91,88,88,91,88,88,17,88,91,88,17,17,88,91,91,88,88,91,91,17,88,17,88,17,88,88,17,17,91,88,91,88,17,91,88,91,17,17,88,88,91,91,91,88,88,91,17,91,88,93.18181818181817,0.001,0.009000000000000001
5,21,66,66,66,21,66,21,21,66,21,66,21,21,66,21,21,21,21,21,66,21,21,66,21,66,21,66,21,21,66,66,21,21,21,66,65,21,21,21,21,21,21,21,21,21,66,66,21,21,66,66,66,21,21,21,66,21,66,21,66,66,21,21,21,21,21,66,66,66,21,66,21,61,52,21,21,21,66,66,66,66,66,66,21,21,21,66,21,21,21,66,21,66,21,66,66,66,21,21,21,21,66,21,21,66,21,21,21,66,21,66,21,66,21,66,21,21,21,21,21,66,21,66,66,61,21,21,66,66,21,21,21,21,66,66,66,66,66,21,66,66,66,21,66,66,21,21,21,66,21,21,65,66,21,66,66,21,66,21,21,21,21,61,66,66,21,21,21,66,66,21,66,66,21,66,21,66,21,66,66,21,66,66,21,66,21,66,66,66,21,21,21,21,66,21,21,21,21,66,21,66,21,66,66,66,66,21,21,21,21,66,21,66,66,66,21,66,21,21,21,95.45454545454545,0.001,0.009000000000000001
6,14,77,77,6,14,6,14,6,77,14,14,14,14,77,14,6,6,14,14,77,14,14,14,6,77,14,6,14,14,77,6,14,6,14,77,19,14,14,6,14,14,6,14,14,14,6,14,14,14,6,6,6,6,14,14,6,14,6,14,6,14,6,14,14,14,6,6,77,77,14,77,14,61,52,14,14,14,6,6,6,77,77,6,14,6,6,77,14,14,6,77,6,77,14,77,77,77,14,6,14,14,77,14,14,77,77,14,77,77,14,6,14,6,6,6,14,14,6,14,6,77,6,6,6,61,6,6,6,6,14,14,14,14,6,77,6,6,77,14,77,14,6,14,77,14,14,14,14,77,6,14,19,6,14,77,77,14,6,14,14,14,6,61,6,6,14,6,14,6,6,6,14,77,14,6,14,6,6,6,6,14,6,77,14,6,14,6,6,6,14,6,14,14,6,6,14,14,14,6,14,6,6,6,6,77,14,6,6,14,14,14,14,77,77,77,14,6,14,6,14,95.9090909090909,0.001,0.002
7,2,23,23,2,63,23,63,2,2,63,23,2,2,23,23,2,63,63,2,63,23,23,63,2,2,2,2,23,63,23,63,23,2,2,2,65,23,23,2,2,23,2,2,2,2,2,23,23,23,2,2,2,2,23,2,2,23,2,2,2,63,2,63,23,2,63,23,23,23,23,23,23,23,52,23,23,23,2,2,2,23,23,2,63,2,63,23,23,23,2,23,63,23,2,23,23,63,23,2,23,2,23,2,2,23,23,2,23,23,2,2,2,2,2,63,63,23,63,2,2,23,63,2,2,61,2,2,2,2,23,63,2,23,2,23,2,2,63,23,23,23,63,2,63,23,2,23,23,63,63,2,65,2,23,23,23,23,2,23,2,63,63,61,2,2,23,2,2,2,2,2,63,23,23,2,2,2,2,2,2,23,2,23,23,63,63,2,2,63,63,2,2,2,2,2,23,23,2,2,63,2,63,2,2,63,23,2,2,2,23,23,23,63,63,23,23,63,2,63,23,95.45454545454545,0.001,0.009000000000000001
8,12,20,20,12,20,20,20,12,12,20,20,12,12,20,20,12,50,50,20,50,12,20,20,12,12,20,12,20,50,20,50,20,12,12,12,19,20,20,12,20,50,20,12,20,12,20,20,50,20,20,12,20,20,50,20,12,20,20,20,12,20,20,50,20,20,50,20,20,12,20,20,50,20,52,20,20,50,20,12,12,20,20,12,50,20,50,20,20,20,12,12,50,20,12,12,12,50,20,12,50,12,20,12,12,12,50,20,50,50,20,12,12,20,12,50,50,50,50,20,12,12,50,12,12,61,12,12,12,12,50,50,12,20,20,12,12,12,50,50,20,20,50,20,50,20,12,20,50,50,50,20,19,12,20,12,12,20,12,20,12,20,50,20,20,20,20,12,20,12,20,12,50,20,20,12,12,12,12,12,12,20,12,12,20,50,50,12,12,50,50,12,20,20,12,12,20,20,12,20,50,20,50,20,12,50,20,12,12,12,20,20,50,50,50,20,20,50,12,50,20,97.72727272727273,0.001,0.009000000000000001
9,53,49,49,53,53,49,53,49,49,53,49,49,53,49,53,49,53,53,49,53,53,49,49,49,49,49,49,49,53,49,49,53,49,53,53,19,49,49,49,49,53,49,53,49,53,49,49,49,49,49,49,49,49,49,49,49,49,49,53,49,49,49,53,49,49,53,49,49,49,53,49,53,61,52,53,49,53,49,49,49,49,49,49,49,53,49,49,49,49,53,49,53,49,53,49,53,49,53,53,53,53,49,53,53,49,49,49,53,49,49,49,49,49,49,49,49,53,49,49,49,53,53,49,49,61,49,49,49,49,49,53,53,49,49,49,49,49,49,53,49,53,49,49,53,49,53,53,49,53,49,49,19,49,49,49,49,53,49,49,53,53,53,61,49,49,49,53,49,49,49,49,49,49,53,49,53,49,53,49,49,49,53,49,49,49,49,49,49,49,53,49,53,49,53,49,49,49,53,49,53,49,53,49,49,49,49,53,49,53,49,49,49,49,49,49,53,49,53,53,49,95.9090909090909,0.001,0.009000000000000001
