,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221
0,94,31,83,68,79,97,79,67,47,88,97,84,86,26,14,30,54,22,10,53,98,0,16,93,82,18,34,45,89,80,64,74,43,55,15,65,46,22,93,18,60,3,21,18,94,51,13,60,40,75,51,0,43,92,42,61,25,44,1,97,16,3,92,97,43,50,72,81,37,61,47,22,61,52,29,97,28,75,6,49,47,80,2,39,17,74,81,40,90,70,66,63,80,94,71,33,95,14,52,28,87,31,98,21,37,92,49,92,26,9,10,42,69,84,57,89,60,91,8,34,33,7,68,2,61,84,85,96,10,60,54,94,40,0,66,36,56,95,28,26,47,24,42,53,32,9,87,60,53,91,68,65,44,48,77,23,25,75,25,42,88,50,61,64,0,88,62,8,76,96,93,24,81,90,44,1,72,58,78,38,48,70,37,36,63,91,96,51,57,63,85,9,3,78,42,90,45,86,17,92,64,50,72,85,95,29,70,18,86,90,45,60,53,53,47,5,57,55,7,13,97.27272727272728,410
1,94,31,83,68,79,97,79,67,47,88,97,84,86,26,14,30,54,22,10,53,98,0,16,93,82,18,34,45,89,80,64,74,43,55,15,65,46,22,93,18,60,3,21,18,94,51,13,60,40,75,51,0,43,92,42,61,25,44,1,97,16,3,92,97,43,50,72,81,37,61,47,22,61,52,29,97,28,75,6,49,47,80,2,39,17,74,81,40,90,70,66,63,80,94,71,33,95,14,52,28,87,31,98,21,37,92,49,92,26,9,10,42,69,84,57,89,60,91,8,34,33,7,68,2,61,84,85,96,10,60,54,94,40,0,66,36,56,95,28,26,47,24,42,53,32,9,87,60,53,91,68,65,44,48,77,23,25,75,25,42,88,50,61,64,0,88,62,8,76,96,93,24,81,90,44,1,72,58,78,38,48,70,37,36,63,91,96,51,57,63,85,9,3,78,42,90,45,55,17,92,64,50,72,85,95,29,70,18,86,90,45,60,53,53,47,5,57,55,7,13,96.81818181818181,460
2,94,31,83,68,79,97,79,67,47,88,97,84,86,26,14,30,54,22,10,53,98,0,16,93,82,18,34,45,89,80,64,74,43,55,15,65,46,22,93,18,60,3,21,18,94,51,13,60,40,75,51,0,43,92,42,61,25,44,1,97,16,3,92,97,43,50,72,81,37,61,47,22,61,52,29,97,28,75,6,49,47,80,2,39,17,74,81,40,90,70,66,63,80,94,71,33,95,14,52,28,87,31,98,21,37,92,49,92,26,9,10,42,69,84,57,89,60,91,8,34,33,7,68,2,61,84,85,96,10,60,54,94,40,0,66,36,56,95,28,26,47,24,42,53,32,9,87,60,53,91,68,65,44,48,77,23,25,75,25,42,88,50,61,64,0,88,62,8,76,96,93,24,81,90,44,1,72,58,78,38,48,70,37,13,63,91,96,51,57,63,85,9,3,78,42,90,45,86,17,92,64,50,72,85,95,29,70,18,86,90,45,60,53,53,47,5,57,55,7,13,96.81818181818181,350
3,94,31,83,68,79,97,79,67,47,88,97,84,86,26,14,30,54,22,10,53,98,0,16,93,82,18,34,45,89,80,64,74,43,55,15,65,46,22,93,18,60,3,21,18,94,51,13,60,40,75,51,0,43,92,42,61,25,44,1,97,16,3,92,97,43,50,72,81,37,61,47,22,61,52,29,97,28,75,6,49,47,80,2,39,17,74,81,40,90,70,66,63,80,94,71,33,95,14,52,28,87,31,98,21,37,92,49,92,26,9,10,42,69,42,57,89,60,91,8,34,33,7,68,2,61,84,85,96,10,60,54,94,40,0,66,36,56,95,28,26,47,24,42,53,32,9,87,60,53,91,68,65,44,48,77,23,25,75,25,42,88,50,61,64,0,88,62,8,76,96,93,24,81,90,44,1,72,58,78,38,48,70,37,36,63,91,96,51,57,63,85,9,3,78,42,90,45,86,17,92,64,50,72,85,95,29,70,18,86,90,45,60,53,53,47,5,57,55,7,13,97.72727272727273,290
4,94,31,83,68,79,97,79,67,47,88,97,84,86,26,14,30,54,22,10,53,98,0,16,93,82,18,34,45,89,80,64,74,43,55,15,65,46,22,93,18,60,3,21,18,94,51,13,60,40,75,51,0,43,92,42,61,25,44,1,97,16,3,92,97,43,50,72,81,37,61,47,22,61,52,29,97,28,75,6,49,47,80,2,39,17,74,81,40,90,70,66,54,80,94,71,33,95,14,17,28,87,31,98,21,37,92,49,92,26,9,10,42,69,84,57,89,60,91,8,34,33,7,68,2,61,84,85,96,10,60,54,94,40,0,66,36,56,95,28,26,47,24,42,53,32,9,87,39,53,91,68,65,44,48,77,23,25,75,25,42,88,50,61,64,0,88,62,8,76,96,93,24,81,90,44,1,72,58,78,38,48,70,37,36,63,91,96,51,57,63,85,9,3,78,42,90,45,55,17,92,64,50,72,85,53,29,70,18,86,90,45,60,53,53,47,5,57,55,7,13,95.45454545454545,280
5,94,31,83,68,79,97,79,67,47,88,97,84,86,26,14,30,54,19,10,53,98,0,16,93,82,18,34,45,89,80,64,74,43,55,15,65,46,22,93,18,60,3,21,18,94,51,13,60,40,75,51,0,43,92,42,61,25,44,1,97,16,3,92,97,43,50,72,81,37,61,47,22,61,52,29,97,28,75,6,49,47,80,2,39,17,74,81,40,90,70,66,54,80,94,71,33,95,14,52,28,87,31,98,21,37,92,49,92,26,9,10,42,69,42,57,50,60,91,8,34,33,7,68,2,61,84,85,96,10,60,54,94,40,0,66,36,56,95,28,26,47,24,42,53,32,9,87,60,53,91,68,65,44,48,77,23,25,75,25,42,88,50,61,64,0,88,62,8,76,96,93,24,81,90,44,1,72,58,78,38,48,70,37,36,63,91,96,51,57,63,85,9,3,78,42,90,45,86,17,92,64,50,72,85,95,29,70,18,86,90,45,60,53,53,47,5,57,55,7,13,97.27272727272728,390
6,94,31,83,68,79,97,79,67,47,88,97,84,86,26,14,30,54,22,10,53,98,0,16,93,82,18,34,45,89,80,64,74,43,55,15,65,46,22,93,18,60,3,21,18,94,51,13,60,40,75,51,0,43,92,42,61,25,44,1,97,16,3,92,97,43,50,72,81,37,61,47,22,61,52,29,97,28,75,6,49,47,80,2,39,17,74,81,40,90,70,66,91,80,94,71,33,95,14,52,28,87,31,98,21,37,92,49,92,26,1,10,42,69,84,57,89,60,91,8,34,33,7,68,2,61,84,85,96,10,60,54,94,40,0,66,36,56,95,28,26,47,24,42,53,32,9,87,60,53,91,68,65,44,48,77,23,25,75,25,42,88,50,61,64,0,88,62,8,76,96,93,24,81,90,44,1,72,58,78,38,48,70,37,36,63,91,96,51,57,63,85,9,3,78,42,90,45,86,17,92,64,50,72,85,95,29,70,18,86,90,45,60,95,53,47,5,57,55,7,13,98.63636363636363,450
7,94,31,83,68,79,97,79,67,47,88,97,84,86,26,14,30,54,22,10,53,98,0,16,93,82,18,34,45,89,80,64,74,43,55,15,65,46,22,93,18,60,3,21,18,94,51,13,60,40,75,51,0,43,92,42,61,25,44,1,97,16,3,92,97,43,50,72,81,37,61,47,22,61,52,29,97,28,75,6,49,47,80,2,39,17,74,81,40,90,70,66,63,80,94,71,33,95,14,52,28,87,31,98,21,37,92,49,92,26,1,10,42,69,84,57,89,60,91,8,34,33,7,68,2,61,84,85,96,10,60,54,94,40,0,66,36,56,95,28,26,47,24,42,53,32,9,87,60,53,91,68,65,44,48,77,23,25,75,25,42,88,50,61,64,0,88,62,8,76,96,93,24,81,90,44,1,72,58,78,38,48,70,37,36,63,91,96,51,57,63,85,9,3,78,42,90,45,86,17,92,64,50,72,85,95,29,70,18,86,90,45,60,53,53,47,5,57,55,7,13,97.72727272727273,380
8,94,31,83,68,79,97,79,67,47,88,97,84,86,26,14,30,54,22,10,53,98,0,16,93,82,18,34,45,89,80,64,74,43,55,15,65,46,22,93,18,60,3,21,18,94,51,13,60,40,75,51,0,43,92,42,61,25,44,1,97,16,3,92,97,43,50,72,81,37,61,47,22,61,52,29,97,28,75,6,49,47,80,2,39,17,74,81,40,90,70,66,63,80,94,71,33,95,14,52,28,87,31,98,21,37,92,49,92,26,9,10,42,69,84,57,89,60,91,8,34,33,7,68,2,61,84,85,96,10,60,54,94,40,0,66,36,56,95,28,26,47,24,42,53,32,9,87,60,53,91,68,65,44,48,77,23,25,75,25,42,88,50,61,64,0,88,62,8,76,96,93,24,81,90,44,1,72,58,78,38,48,70,37,36,63,91,96,51,57,63,85,9,3,78,84,90,45,55,17,92,64,50,72,85,95,29,70,18,86,90,45,60,53,53,47,5,57,55,7,13,96.36363636363636,450
9,94,31,83,68,79,97,79,67,47,88,97,84,86,26,14,30,54,22,10,53,98,0,16,93,82,18,34,45,89,80,64,74,43,55,15,65,46,22,93,18,60,3,21,18,94,51,13,60,40,75,51,0,43,92,42,61,25,44,1,97,16,3,92,97,43,50,72,81,37,61,47,22,61,52,29,97,28,75,6,49,47,80,2,39,17,74,81,40,20,70,66,54,80,94,71,33,95,14,52,28,87,31,98,21,37,92,49,92,26,9,10,42,69,84,57,89,60,91,8,34,33,7,68,2,61,84,85,96,10,60,54,94,40,0,66,36,56,95,28,26,47,24,43,53,32,9,87,60,53,91,68,65,44,48,77,23,25,75,25,42,88,50,61,64,0,88,62,8,76,96,93,24,81,90,44,1,72,58,78,38,48,70,37,36,63,91,96,51,57,63,85,9,3,78,42,90,45,86,17,92,64,50,72,85,95,29,70,18,86,90,45,60,53,53,47,5,57,55,7,13,96.36363636363636,470
