,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222
0,98,32,16,62,21,15,87,67,15,88,15,30,11,73,21,43,24,35,3,23,98,45,49,93,82,18,6,45,91,32,64,74,6,21,53,65,35,16,6,18,60,3,21,18,21,78,13,35,20,96,51,68,93,60,1,78,48,32,74,24,16,3,60,45,18,89,75,75,32,5,32,22,5,15,29,48,60,75,24,96,32,32,6,39,15,24,32,45,48,12,32,89,80,21,32,23,75,9,15,22,87,73,39,9,32,60,18,46,73,1,78,93,97,93,57,91,22,24,69,12,23,24,68,12,5,43,85,75,6,35,91,21,20,68,32,56,56,95,60,28,5,24,30,23,32,21,1,35,32,24,68,65,75,48,32,32,21,75,48,9,25,24,5,56,68,88,78,68,44,44,6,24,16,48,24,1,78,58,78,6,48,2,32,45,24,24,75,32,24,91,85,9,74,78,93,48,20,30,17,60,0,89,78,6,95,32,62,18,9,20,45,35,95,95,16,5,57,9,24,20,75.9090909090909,200,0.09
1,98,32,16,62,21,15,87,67,15,88,15,30,11,73,21,43,24,35,3,23,98,45,49,93,82,18,6,45,91,32,64,74,6,21,53,65,35,16,6,18,60,3,21,18,21,78,13,35,20,96,51,68,93,60,1,78,48,32,74,24,16,3,60,45,18,89,75,75,32,5,32,22,5,15,29,48,60,75,24,96,32,32,6,39,15,24,32,45,48,12,32,89,80,21,32,23,75,9,15,22,87,73,39,9,32,60,18,46,73,1,78,93,97,93,57,91,22,24,69,12,23,24,68,12,5,43,85,75,6,35,91,21,20,68,32,56,56,95,60,28,5,24,30,23,32,21,1,35,32,24,68,65,75,48,32,32,21,75,48,9,25,24,5,56,68,88,78,68,44,44,6,24,16,48,24,1,78,58,78,6,48,2,32,45,24,24,75,32,24,91,85,9,74,78,93,48,20,30,17,60,0,89,78,6,95,32,62,18,9,20,45,35,95,95,16,5,57,9,24,20,75.9090909090909,200,0.09
2,98,32,16,62,21,15,87,67,15,88,15,30,11,73,21,43,24,35,3,23,98,45,49,93,82,18,6,45,91,32,64,74,6,21,53,65,35,16,6,18,60,3,21,18,21,78,13,35,20,96,51,68,93,60,1,78,48,32,74,24,16,3,60,45,18,89,75,75,32,5,32,22,5,15,29,48,60,75,24,96,32,32,6,39,15,24,32,45,48,12,32,89,80,21,32,23,75,9,15,22,87,73,39,9,32,60,18,46,73,1,78,93,97,93,57,91,22,24,69,12,23,24,68,12,5,43,85,75,6,35,91,21,20,68,32,56,56,95,60,28,5,24,30,23,32,21,1,35,32,24,68,65,75,48,32,32,21,75,48,9,25,24,5,56,68,88,78,68,44,44,6,24,16,48,24,1,78,58,78,6,48,2,32,45,24,24,75,32,24,91,85,9,74,78,93,48,20,30,17,60,0,89,78,6,95,32,62,18,9,20,45,35,95,95,16,5,57,9,24,20,75.9090909090909,200,0.09
3,98,32,16,62,21,15,87,67,15,88,15,30,11,73,21,43,24,35,3,23,98,45,49,93,82,18,6,45,91,32,64,74,6,21,53,65,35,16,6,18,60,3,21,18,21,78,13,35,20,96,51,68,93,60,1,78,48,32,74,24,16,3,60,45,18,89,75,75,32,5,32,22,5,15,29,48,60,75,24,96,32,32,6,39,15,24,32,45,48,12,32,89,80,21,32,23,75,9,15,22,87,73,39,9,32,60,18,46,73,1,78,93,97,93,57,91,22,24,69,12,23,24,68,12,5,43,85,75,6,35,91,21,20,68,32,56,56,95,60,28,5,24,30,23,32,21,1,35,32,24,68,65,75,48,32,32,21,75,48,9,25,24,5,56,68,88,78,68,44,44,6,24,16,48,24,1,78,58,78,6,48,2,32,45,24,24,75,32,24,91,85,9,74,78,93,48,20,30,17,60,0,89,78,6,95,32,62,18,9,20,45,35,95,95,16,5,57,9,24,20,75.9090909090909,200,0.09
4,98,32,16,62,21,15,87,67,15,88,15,30,11,73,21,43,24,35,3,23,98,45,49,93,82,18,6,45,91,32,64,74,6,21,53,65,35,16,6,18,60,3,21,18,21,78,13,35,20,96,51,68,93,60,1,78,48,32,74,24,16,3,60,45,18,89,75,75,32,5,32,22,5,15,29,48,60,75,24,96,32,32,6,39,15,24,32,45,48,12,32,89,80,21,32,23,75,9,15,22,87,73,39,9,32,60,18,46,73,1,78,93,97,93,57,91,22,24,69,12,23,24,68,12,5,43,85,75,6,35,91,21,20,68,32,56,56,95,60,28,5,24,30,23,32,21,1,35,32,24,68,65,75,48,32,32,21,75,48,9,25,24,5,56,68,88,78,68,44,44,6,24,16,48,24,1,78,58,78,6,48,2,32,45,24,24,75,32,24,91,85,9,74,78,93,48,20,30,17,60,0,89,78,6,95,32,62,18,9,20,45,35,95,95,16,5,57,9,24,20,75.9090909090909,200,0.09
5,21,32,31,12,21,15,21,93,78,15,15,30,86,31,21,43,24,35,3,23,21,20,49,93,49,18,6,45,91,31,64,74,12,9,72,65,35,16,6,18,46,3,21,18,21,78,13,35,20,44,51,68,93,46,1,78,48,78,74,6,16,68,46,45,18,24,78,32,31,5,32,46,72,15,15,48,46,44,38,6,32,31,6,39,15,24,75,45,20,6,31,24,31,21,32,23,24,9,15,22,65,31,39,9,31,60,78,46,31,18,78,43,97,93,57,91,22,24,69,12,23,24,68,2,5,43,85,75,6,35,91,21,20,68,31,4,56,49,46,31,5,24,93,23,32,21,9,35,53,24,68,65,44,48,31,32,14,75,48,9,15,24,72,76,68,88,78,10,96,44,6,24,83,48,24,1,51,58,78,6,48,2,31,20,24,24,96,51,24,63,85,9,74,78,93,48,20,93,17,46,68,63,78,6,23,32,2,18,9,20,78,35,23,23,83,5,57,9,24,20,80.0,200,0.08
6,98,32,16,62,21,15,87,67,15,88,15,30,11,73,21,43,24,35,3,23,98,45,49,93,82,18,6,45,91,32,64,74,6,21,53,65,35,16,6,18,60,3,21,18,21,78,13,35,20,96,51,68,93,60,1,78,48,32,74,24,16,3,60,45,18,89,75,75,32,5,32,22,5,15,29,48,60,75,24,96,32,32,6,39,15,24,32,45,48,12,32,89,80,21,32,23,75,9,15,22,87,73,39,9,32,60,18,46,73,1,78,93,97,93,57,91,22,24,69,12,23,24,68,12,5,43,85,75,6,35,91,21,20,68,32,56,56,95,60,28,5,24,30,23,32,21,1,35,32,24,68,65,75,48,32,32,21,75,48,9,25,24,5,56,68,88,78,68,44,44,6,24,16,48,24,1,78,58,78,6,48,2,32,45,24,24,75,32,24,91,85,9,74,78,93,48,20,30,17,60,0,89,78,6,95,32,62,18,9,20,45,35,95,95,16,5,57,9,24,20,75.9090909090909,200,0.09
7,98,32,16,62,21,15,87,67,15,88,15,30,11,73,21,43,24,35,3,23,98,45,49,93,82,18,6,45,91,32,64,74,6,21,53,65,35,16,6,18,60,3,21,18,21,78,13,35,20,96,51,68,93,60,1,78,48,32,74,24,16,3,60,45,18,89,75,75,32,5,32,22,5,15,29,48,60,75,24,96,32,32,6,39,15,24,32,45,48,12,32,89,80,21,32,23,75,9,15,22,87,73,39,9,32,60,18,46,73,1,78,93,97,93,57,91,22,24,69,12,23,24,68,12,5,43,85,75,6,35,91,21,20,68,32,56,56,95,60,28,5,24,30,23,32,21,1,35,32,24,68,65,75,48,32,32,21,75,48,9,25,24,5,56,68,88,78,68,44,44,6,24,16,48,24,1,78,58,78,6,48,2,32,45,24,24,75,32,24,91,85,9,74,78,93,48,20,30,17,60,0,89,78,6,95,32,62,18,9,20,45,35,95,95,16,5,57,9,24,20,75.9090909090909,200,0.09
8,98,32,16,62,21,15,87,67,15,88,15,30,11,73,21,43,24,35,3,23,98,45,49,93,82,18,6,45,91,32,64,74,6,21,53,65,35,16,6,18,60,3,21,18,21,78,13,35,20,96,51,68,93,60,1,78,48,32,74,24,16,3,60,45,18,89,75,75,32,5,32,22,5,15,29,48,60,75,24,96,32,32,6,39,15,24,32,45,48,12,32,89,80,21,32,23,75,9,15,22,87,73,39,9,32,60,18,46,73,1,78,93,97,93,57,91,22,24,69,12,23,24,68,12,5,43,85,75,6,35,91,21,20,68,32,56,56,95,60,28,5,24,30,23,32,21,1,35,32,24,68,65,75,48,32,32,21,75,48,9,25,24,5,56,68,88,78,68,44,44,6,24,16,48,24,1,78,58,78,6,48,2,32,45,24,24,75,32,24,91,85,9,74,78,93,48,20,30,17,60,0,89,78,6,95,32,62,18,9,20,45,35,95,95,16,5,57,9,24,20,75.9090909090909,200,0.09
9,21,32,31,12,21,15,21,93,78,15,15,30,86,31,21,43,24,35,3,23,21,20,49,93,49,18,6,45,91,31,64,74,12,9,72,65,35,16,6,18,46,3,21,18,21,78,13,35,20,44,51,68,93,46,1,78,48,78,74,6,16,68,46,45,18,24,78,32,31,5,32,46,72,15,15,48,46,44,38,6,32,31,6,39,15,24,75,45,20,6,31,24,31,21,32,23,24,9,15,22,65,31,39,9,31,60,78,46,31,18,78,43,97,93,57,91,22,24,69,12,23,24,68,2,5,43,85,75,6,35,91,21,20,68,31,4,56,49,46,31,5,24,93,23,32,21,9,35,53,24,68,65,44,48,31,32,14,75,48,9,15,24,72,76,68,88,78,10,96,44,6,24,83,48,24,1,51,58,78,6,48,2,31,20,24,24,96,51,24,63,85,9,74,78,93,48,20,93,17,46,68,63,78,6,23,32,2,18,9,20,78,35,23,23,83,5,57,9,24,20,80.0,200,0.08
